epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
270,41390.4,1.3228,0.75435,0.90858,0.72165,0.47745,0.5279,0.3462,1.44339,0.89684,0.9569,0.0166845,0.0055615,0.0166845,0.0055615,0.0166845,0.0055615,0.0166845,0.0055615
271,41544.9,1.31944,0.7527,0.91515,0.71351,0.47949,0.53027,0.34763,1.44296,0.88996,0.95826,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
272,41695.5,1.31584,0.74522,0.90983,0.72372,0.47749,0.5315,0.34982,1.44378,0.88798,0.95784,0.0165855,0.0055285,0.0165855,0.0055285,0.0165855,0.0055285,0.0165855,0.0055285
273,41848.5,1.30702,0.73853,0.90927,0.70307,0.47885,0.52679,0.34707,1.44395,0.89035,0.95705,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
274,41999.1,1.31007,0.73836,0.90864,0.70409,0.48224,0.5242,0.34561,1.44517,0.88988,0.96004,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
275,42154.2,1.33622,0.74968,0.908,0.72228,0.47776,0.52727,0.34707,1.44991,0.89125,0.95955,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
276,42307.6,1.29559,0.72746,0.90762,0.69484,0.48789,0.52834,0.3477,1.45145,0.89439,0.96011,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625
277,42462.9,1.30134,0.74127,0.90967,0.70928,0.47594,0.52536,0.34555,1.44843,0.89013,0.95926,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
278,42619.9,1.32263,0.73847,0.90277,0.72935,0.47064,0.5286,0.34589,1.44956,0.8913,0.95967,0.0162885,0.0054295,0.0162885,0.0054295,0.0162885,0.0054295,0.0162885,0.0054295
279,42776.3,1.30072,0.73204,0.90953,0.72793,0.47384,0.53011,0.34525,1.45084,0.89423,0.96072,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
280,42926.8,1.313,0.74829,0.90845,0.78221,0.47901,0.53134,0.346,1.44938,0.89865,0.9602,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
281,43077.3,1.31421,0.73883,0.90505,0.80265,0.47601,0.52857,0.34458,1.45615,0.89725,0.96,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
282,43228.4,1.28677,0.72881,0.90531,0.72844,0.47792,0.52968,0.34809,1.45058,0.89553,0.95893,0.0160905,0.0053635,0.0160905,0.0053635,0.0160905,0.0053635,0.0160905,0.0053635
283,43381.6,1.33232,0.74598,0.90116,0.7311,0.47758,0.52959,0.34774,1.4475,0.89072,0.9592,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
284,43532.9,1.29564,0.73566,0.90678,0.71325,0.48215,0.53016,0.34638,1.44794,0.88805,0.95946,0.0159915,0.0053305,0.0159915,0.0053305,0.0159915,0.0053305,0.0159915,0.0053305
285,43689.3,1.31459,0.73568,0.90501,0.71699,0.48499,0.53115,0.34756,1.4441,0.88589,0.95839,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
286,43844.7,1.29149,0.72699,0.90773,0.73805,0.47643,0.52963,0.34834,1.44302,0.88995,0.95799,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
287,44003.3,1.28742,0.72929,0.90739,0.74029,0.47032,0.52676,0.34673,1.44334,0.89109,0.9588,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
288,44157.9,1.32841,0.75082,0.90385,0.70382,0.47823,0.52912,0.34847,1.44076,0.89092,0.95844,0.0157935,0.0052645,0.0157935,0.0052645,0.0157935,0.0052645,0.0157935,0.0052645
289,44308.7,1.31275,0.73555,0.90172,0.79163,0.47695,0.5307,0.34814,1.4457,0.88644,0.95798,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
290,44460.7,1.28492,0.72511,0.90609,0.73378,0.4751,0.53061,0.34891,1.44597,0.88871,0.95902,0.0156945,0.0052315,0.0156945,0.0052315,0.0156945,0.0052315,0.0156945,0.0052315
291,44618.5,1.28006,0.72088,0.90404,0.72537,0.48564,0.5357,0.35311,1.44522,0.88877,0.95844,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
292,44769.9,1.29679,0.73228,0.90049,0.71507,0.48048,0.53074,0.35157,1.44593,0.88936,0.95777,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
293,44920.2,1.28112,0.72029,0.90544,0.71292,0.4819,0.52966,0.35081,1.44988,0.88876,0.96117,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
294,45072.9,1.27557,0.71477,0.90261,0.72748,0.47996,0.53199,0.35057,1.44751,0.89171,0.95881,0.0154965,0.0051655,0.0154965,0.0051655,0.0154965,0.0051655,0.0154965,0.0051655
295,45224.6,1.27459,0.71644,0.89838,0.74258,0.47938,0.53609,0.35375,1.44252,0.88681,0.9596,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
296,45381,1.30172,0.72791,0.90656,0.73314,0.47903,0.53727,0.35353,1.44358,0.88586,0.95983,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325
297,45532.1,1.29138,0.72775,0.90501,0.73716,0.48357,0.53523,0.35151,1.44736,0.8829,0.96014,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
298,45682.9,1.288,0.73247,0.90669,0.72915,0.48333,0.53408,0.35106,1.44801,0.8842,0.96023,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
299,45834.5,1.28417,0.72755,0.90431,0.80436,0.47567,0.53304,0.34948,1.44968,0.88939,0.96115,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
300,45987,1.32153,0.73918,0.9019,0.73188,0.47172,0.53024,0.34856,1.4488,0.89894,0.96001,0.0151995,0.0050665,0.0151995,0.0050665,0.0151995,0.0050665,0.0151995,0.0050665
301,46137.7,1.29322,0.72387,0.90266,0.73715,0.4743,0.53452,0.35029,1.44703,0.89327,0.95806,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
302,46287.7,1.30184,0.7415,0.91065,0.73166,0.47849,0.53524,0.35239,1.4474,0.89235,0.95885,0.0151005,0.0050335,0.0151005,0.0050335,0.0151005,0.0050335,0.0151005,0.0050335
303,46439,1.26543,0.71154,0.90413,0.72741,0.47804,0.53463,0.35135,1.44409,0.89243,0.95809,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
304,46588.3,1.28863,0.72637,0.8987,0.71843,0.48259,0.53259,0.35177,1.44114,0.88848,0.95688,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
305,46738.2,1.26355,0.71174,0.9041,0.79564,0.47672,0.53143,0.35299,1.43841,0.88736,0.95594,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
306,46887.2,1.28042,0.71616,0.90318,0.72209,0.48172,0.53562,0.35185,1.4394,0.88375,0.95698,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675
307,47039.8,1.28178,0.72376,0.90318,0.704,0.48804,0.53755,0.35318,1.4418,0.88427,0.95658,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
308,47190.7,1.27951,0.72225,0.90127,0.72471,0.48411,0.53832,0.35276,1.44227,0.88511,0.95704,0.0148035,0.0049345,0.0148035,0.0049345,0.0148035,0.0049345,0.0148035,0.0049345
309,47343.3,1.2841,0.72035,0.90125,0.73501,0.47745,0.53342,0.35033,1.44388,0.88492,0.95593,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
310,47494.4,1.30135,0.73589,0.90243,0.7107,0.48428,0.5346,0.35121,1.44907,0.88569,0.95752,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
311,47648.4,1.26696,0.71,0.90501,0.71988,0.47941,0.5325,0.35082,1.45132,0.88974,0.9582,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
312,47801.1,1.28277,0.72031,0.90017,0.72611,0.47426,0.53282,0.35158,1.44728,0.88861,0.95649,0.0146055,0.0048685,0.0146055,0.0048685,0.0146055,0.0048685,0.0146055,0.0048685
313,47956.7,1.27183,0.73188,0.90287,0.78313,0.47863,0.53595,0.35227,1.44684,0.88675,0.9561,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
314,48107.7,1.26431,0.71454,0.9047,0.70502,0.48791,0.53615,0.35382,1.44489,0.88611,0.95544,0.0145065,0.0048355,0.0145065,0.0048355,0.0145065,0.0048355,0.0145065,0.0048355
315,48265.7,1.28072,0.72573,0.89977,0.70908,0.48855,0.53539,0.35407,1.44387,0.88686,0.95556,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
316,48417.6,1.27538,0.71673,0.90156,0.72317,0.48853,0.53779,0.35519,1.43987,0.88457,0.95661,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
317,48570.7,1.28216,0.71264,0.90426,0.72152,0.48837,0.53732,0.35429,1.4422,0.88512,0.95792,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
318,48722.4,1.30195,0.72751,0.90221,0.72343,0.49059,0.53874,0.35362,1.44183,0.88596,0.95589,0.0143085,0.0047695,0.0143085,0.0047695,0.0143085,0.0047695,0.0143085,0.0047695
319,48873.3,1.27626,0.71559,0.89537,0.73967,0.48263,0.53525,0.35185,1.44187,0.88619,0.95602,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
320,49029.6,1.26917,0.70277,0.89805,0.81023,0.4774,0.53473,0.35029,1.44225,0.88874,0.95524,0.0142095,0.0047365,0.0142095,0.0047365,0.0142095,0.0047365,0.0142095,0.0047365
321,49181.2,1.29165,0.72123,0.89964,0.74035,0.48028,0.53416,0.35116,1.44119,0.89082,0.95627,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
322,49331.7,1.27331,0.70934,0.8965,0.71764,0.48698,0.53319,0.35212,1.44257,0.88872,0.95733,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
323,49481.7,1.27811,0.71863,0.89984,0.72056,0.48405,0.53444,0.35042,1.44466,0.88807,0.95764,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
324,49632.7,1.25764,0.69817,0.89713,0.7128,0.48425,0.53282,0.34979,1.44722,0.88867,0.95798,0.0140115,0.0046705,0.0140115,0.0046705,0.0140115,0.0046705,0.0140115,0.0046705
325,49783.2,1.27244,0.71461,0.89991,0.72442,0.48243,0.53204,0.35037,1.44361,0.88479,0.95698,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
326,49935,1.25413,0.70901,0.90295,0.72399,0.48477,0.53054,0.34932,1.44418,0.88491,0.95692,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375
327,50088.8,1.28219,0.71593,0.89944,0.70872,0.48657,0.53047,0.34921,1.44631,0.88923,0.95693,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
328,50242.9,1.27759,0.71297,0.89747,0.78466,0.47865,0.52889,0.34807,1.44569,0.8928,0.95622,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
329,50397.7,1.31236,0.73221,0.89899,0.70517,0.4862,0.5299,0.34851,1.44534,0.89133,0.95603,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
330,50550.8,1.26082,0.70818,0.89863,0.73065,0.4805,0.53224,0.35154,1.44249,0.88679,0.95525,0.0137145,0.0045715,0.0137145,0.0045715,0.0137145,0.0045715,0.0137145,0.0045715
331,50700.4,1.26304,0.70626,0.89717,0.72713,0.48095,0.53212,0.35127,1.44244,0.88775,0.95492,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
332,50852.2,1.27073,0.70804,0.89426,0.70446,0.49148,0.53202,0.3506,1.44041,0.8873,0.95445,0.0136155,0.0045385,0.0136155,0.0045385,0.0136155,0.0045385,0.0136155,0.0045385
333,51006.3,1.2624,0.70195,0.89489,0.72312,0.4833,0.53147,0.35067,1.44152,0.88857,0.95506,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
334,51157,1.28467,0.70927,0.89747,0.72399,0.48111,0.53063,0.34882,1.44423,0.89027,0.95586,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
335,51312.4,1.29797,0.71596,0.89449,0.72502,0.48006,0.52958,0.34854,1.44517,0.88897,0.95673,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
336,51465.7,1.257,0.6996,0.89484,0.72719,0.48355,0.5308,0.34784,1.44381,0.88595,0.95618,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725
337,51618.7,1.28448,0.71,0.89251,0.73677,0.47888,0.53219,0.35009,1.44172,0.8837,0.95575,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
338,51773.6,1.26319,0.69947,0.8954,0.73008,0.47992,0.53331,0.35106,1.44185,0.88334,0.95628,0.0133185,0.0044395,0.0133185,0.0044395,0.0133185,0.0044395,0.0133185,0.0044395
339,51924.6,1.28875,0.71864,0.89589,0.72821,0.4793,0.53406,0.35295,1.44193,0.88482,0.95688,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
340,52080,1.25735,0.70097,0.89622,0.71335,0.48761,0.53409,0.35217,1.44139,0.88404,0.95643,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
341,52232,1.26897,0.70287,0.89684,0.77848,0.48641,0.53389,0.35344,1.44283,0.88409,0.95614,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
342,52383.5,1.26312,0.69976,0.89179,0.79538,0.48043,0.53461,0.35622,1.44297,0.87917,0.95701,0.0131205,0.0043735,0.0131205,0.0043735,0.0131205,0.0043735,0.0131205,0.0043735
343,52538.4,1.29401,0.7118,0.89535,0.7896,0.48135,0.53508,0.35519,1.44294,0.87695,0.95711,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
344,52687.6,1.23257,0.68677,0.89533,0.71864,0.48716,0.53359,0.35404,1.44217,0.87996,0.9572,0.0130215,0.0043405,0.0130215,0.0043405,0.0130215,0.0043405,0.0130215,0.0043405
345,52842.6,1.27909,0.70648,0.89564,0.78098,0.48366,0.53388,0.35246,1.44179,0.88094,0.95671,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
346,52992.8,1.27805,0.71109,0.89561,0.70895,0.4907,0.53728,0.35293,1.44231,0.88089,0.95705,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
347,53143.8,1.25786,0.70116,0.89317,0.71868,0.48593,0.53767,0.35495,1.44299,0.88186,0.95649,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
348,53296.3,1.25644,0.70873,0.89478,0.73584,0.48129,0.53674,0.35451,1.4427,0.88266,0.95634,0.0128235,0.0042745,0.0128235,0.0042745,0.0128235,0.0042745,0.0128235,0.0042745
349,53448.1,1.27442,0.70634,0.89553,0.72557,0.48314,0.53786,0.35531,1.44333,0.88318,0.95621,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
350,53601.4,1.24891,0.69255,0.89171,0.72692,0.48679,0.53913,0.35578,1.44281,0.88346,0.95526,0.0127245,0.0042415,0.0127245,0.0042415,0.0127245,0.0042415,0.0127245,0.0042415
351,53759.7,1.25495,0.69698,0.89523,0.72225,0.49009,0.53887,0.35587,1.44242,0.88216,0.95494,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
352,53911.8,1.28556,0.70951,0.89473,0.72408,0.49116,0.53956,0.35773,1.44199,0.88319,0.95467,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
353,54062.1,1.27091,0.70553,0.89087,0.73417,0.48253,0.53866,0.35817,1.4418,0.88617,0.95363,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
354,54212.1,1.26519,0.70195,0.89358,0.71298,0.49181,0.53834,0.3585,1.44051,0.88441,0.95369,0.0125265,0.0041755,0.0125265,0.0041755,0.0125265,0.0041755,0.0125265,0.0041755
355,54363.6,1.25989,0.69356,0.89356,0.72482,0.48541,0.53668,0.35837,1.43778,0.87931,0.95329,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
356,54514.5,1.27679,0.70485,0.8929,0.72548,0.48403,0.5386,0.35885,1.4392,0.87912,0.95328,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425
357,54666.4,1.25651,0.69919,0.89112,0.72087,0.48847,0.53773,0.35796,1.44077,0.88041,0.95291,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
358,54823,1.27537,0.69921,0.89118,0.71162,0.48922,0.53647,0.35705,1.43675,0.87868,0.9525,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
359,54980,1.26434,0.68849,0.8934,0.70204,0.48893,0.53519,0.35569,1.43764,0.88363,0.95278,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
360,55132.7,1.26423,0.69837,0.89182,0.7053,0.49184,0.53437,0.35455,1.44066,0.88754,0.95306,0.0122295,0.0040765,0.0122295,0.0040765,0.0122295,0.0040765,0.0122295,0.0040765
361,55292,1.28811,0.70654,0.89061,0.72109,0.49031,0.53747,0.35692,1.44237,0.88933,0.95328,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
362,55446.6,1.26151,0.6973,0.89149,0.70581,0.49655,0.5373,0.35664,1.44115,0.88328,0.95268,0.0121305,0.0040435,0.0121305,0.0040435,0.0121305,0.0040435,0.0121305,0.0040435
